global_iteration,chunk,local_iteration,accepted,objective,candidate_objective,merit,candidate_merit,delta_merit,defect,candidate_defect,virtual,candidate_virtual,final_time_s,candidate_final_time_s,dt,candidate_dt,rho_state_max,rho_u,rho_Tf
21,1,21,False,1120816.7774230305,1120819.3658053293,1120816.7774230305,2216382.4913905263,1095565.7139674958,0.0,54.77818406807455,0.0,54.778128490445184,15824.87770171295,15824.87629465681,197.8109712714119,197.81095368321013,0.000476837158203125,2.384185791015625e-07,0.0007255663184804617
22,1,22,False,1120816.7774230305,1120819.4010404705,1120816.7774230305,2216387.1191941993,1095570.3417711689,0.0,54.778413696490134,0.0,54.77835811888273,15824.87770171295,15824.877019413823,197.8109712714119,197.81096274267279,0.0002384185791015625,1.1920928955078125e-07,0.00036278315924023085
23,1,23,False,1120816.7774230305,1120819.4169871367,1120816.7774230305,2216390.3046232155,1095573.527200185,0.0,54.778572170603184,0.0,54.77851659300469,15824.87770171295,15824.87737914456,197.8109712714119,197.810967239307,0.00011920928955078125,5.960464477539063e-08,0.00018139157962011543
24,1,24,False,1120816.7774230305,1120819.42471319,1120816.7774230305,2216392.1592608886,1095575.3818378581,0.0,54.77866451618138,0.0,54.77860893858849,15824.87770171295,15824.877564811652,197.8109712714119,197.81096956014565,5.9604644775390625e-05,2.9802322387695312e-08,9.069578981005771e-05
25,2,0,False,1082604.8600511726,900287.1594965854,1082604.8600511726,4336991.233885305,3254386.373834132,0.0,343.6704074386507,0.0,2.2127595185108593e-10,15257.18728114412,12323.11280443963,198.14528936550806,160.0404260316835,1000.0,0.5,1467.03723857155
26,2,1,False,1082604.8600511726,993549.528341,1082604.8600511726,3099796.3430402447,2017191.482989072,0.0,205.78075656853616,0.0,4.8439249013882835,15257.18728114412,13790.15004308815,198.14528936550806,179.0928577024435,500.0,0.25,733.518619285775
27,2,2,False,1082604.8600511726,1038976.8038620766,1082604.8600511726,2213405.023773545,1130800.1637223724,0.0,100.07442242931575,0.0,17.368399561831087,15257.18728114412,14523.668661981581,198.14528936550806,188.61907353222833,250.0,0.125,366.7593096428875
28,2,3,False,1082604.8600511726,1061181.2097428846,1082604.8600511726,1713939.076285483,631334.2162343105,0.0,34.7325386274606,0.0,30.54324802679925,15257.18728114412,14890.427976912522,198.14528936550806,193.38218151834445,125.0,0.0625,183.37965482144375
29,2,4,False,1082604.8600511726,1071921.2695565938,1082604.8600511726,1922200.1493191472,839595.2892679747,0.0,42.36703364510504,0.0,42.660854331150304,15257.18728114412,15073.807629025983,198.14528936550806,195.76373544189588,62.5,0.03125,91.68982741072188
30,2,5,False,1082604.8600511726,1077270.2296753891,1082604.8600511726,2050896.689701008,968291.8296498354,0.0,48.64304234368956,0.0,48.7196036588723,15257.18728114412,15165.497462979167,198.14528936550806,196.95451250622295,31.25,0.015625,45.84491370536094
31,2,6,False,1082604.8600511726,1079946.0415069803,1082604.8600511726,2114731.0800862545,1032126.220035082,0.0,51.72947937516619,0.0,51.74902448276121,15257.18728114412,15211.342371793764,198.14528936550806,197.54990093238655,15.625,0.0078125,22.92245685268047
32,2,7,False,1082604.8600511726,1081285.3419152077,1082604.8600511726,2146510.182206588,1063905.3221554153,0.0,53.25876476109261,0.0,53.2637192680454,15257.18728114412,15234.264830747812,198.14528936550806,197.84759520451703,7.8125,0.00390625,11.461228426340234
33,2,8,False,1082604.8600511726,1081954.5796209045,1082604.8600511726,2162363.540149787,1079758.6800986144,0.0,54.019815682595436,0.0,54.0210803702928,15257.18728114412,15245.726055697442,198.14528936550806,197.99644228178497,3.90625,0.001953125,5.730614213170117
34,2,9,False,1082604.8600511726,1082289.1250338221,1082604.8600511726,2170280.2975495495,1087675.437498377,0.0,54.39939010415219,0.0,54.39972714742054,15257.18728114412,15251.456674378604,198.14528936550806,198.07086590102082,1.953125,0.0009765625,2.8653071065850586
35,2,10,False,1082604.8600511726,1082456.377945645,1082604.8600511726,2174237.4849470886,1091632.624895916,0.0,54.58900316290419,0.0,54.58910753724017,15257.18728114412,15254.321975064202,198.14528936550806,198.10807759823638,0.9765625,0.00048828125,1.4326535532925293
36,2,11,False,1082604.8600511726,1082540.0044436108,1082604.8600511726,2176213.772758508,1093608.9127073355,0.0,54.68366532606251,0.0,54.68371150542718,15257.18728114412,15255.754634519099,198.14528936550806,198.1266835651831,0.48828125,0.000244140625,0.7163267766462647
37,2,12,False,1082604.8600511726,1082581.8149798887,1082604.8600511726,2177202.521351082,1094597.6612999092,0.0,54.73101952246088,0.0,54.731051114658406,15257.18728114412,15256.470969394695,198.14528936550806,198.13598661551552,0.244140625,0.0001220703125,0.3581633883231323
38,2,13,False,1082604.8600511726,1082602.227374985,1082604.8600511726,2177897.274965957,1095292.4149147843,0.0,54.76473886549775,0.0,54.76476589359944,15257.18728114412,15256.829136786053,198.14528936550806,198.1406381400786,0.1220703125,6.103515625e-05,0.17908169416156616
39,2,14,False,1082604.8600511726,1082612.8119728193,1082604.8600511726,2178099.861930269,1095495.0018790963,0.0,54.774339144451915,0.0,54.77436585129301,15257.18728114412,15257.00825962221,198.14528936550806,198.14296441067805,0.06103515625,3.0517578125e-05,0.08954084708078308
40,2,15,False,1082604.8600511726,1082618.2206773683,1082604.8600511726,2178166.22197342,1095561.3619222476,0.0,54.77738670902272,0.0,54.77741342058247,15257.18728114412,15257.097791852271,198.14528936550806,198.14412716691263,0.030517578125,1.52587890625e-05,0.04477042354039154
41,2,16,False,1082604.8600511726,1082621.250802084,1082604.8600511726,2178151.7918186067,1095546.931767434,0.0,54.77651369842988,0.0,54.77654040322238,15257.18728114412,15257.146535323584,198.14528936550806,198.14476019900758,0.0152587890625,7.62939453125e-06,0.02238521177019577
42,2,17,False,1082604.8600511726,1082624.7809715155,1082604.8600511726,2178169.2874961672,1095564.4274449947,0.0,54.777211968730626,0.0,54.77723868373454,15257.18728114412,15257.205355530989,198.14528936550806,198.14552409780504,0.00762939453125,3.814697265625e-06,0.011192605885097885
43,2,18,False,1082604.8600511726,1082624.485425838,1082604.8600511726,2178112.3739015823,1095507.5138504098,0.0,54.7743810825159,0.0,54.77440776505853,15257.18728114412,15257.197618173861,198.14528936550806,198.14542361264753,0.003814697265625,1.9073486328125e-06,0.005596302942548943
44,2,19,False,1082604.8600511726,1082624.2363074105,1082604.8600511726,2178055.7636361625,1095450.90358499,0.0,54.77156306231427,0.0,54.77158967056091,15257.18728114412,15257.190754319352,198.14528936550806,198.1453344716799,0.0019073486328125,9.5367431640625e-07,0.0027981514712744713
45,2,20,False,1082604.8600511726,1082623.8941791076,1082604.8600511726,2178134.954401369,1095530.0943501967,0.0,54.7755396625671,0.0,54.77556635965906,15257.18728114412,15257.188801049962,198.14528936550806,198.14530910454496,0.00095367431640625,4.76837158203125e-07,0.0013990757356372356
46,2,21,False,1082604.8600511726,1082623.8821746835,1082604.8600511726,2178118.4537357963,1095513.5936846237,0.0,54.7747152360007,0.0,54.77474192011059,15257.18728114412,15257.1877950771,198.14528936550806,198.14529603996232,0.000476837158203125,2.384185791015625e-07,0.0006995378678186178
47,2,22,False,1082604.8600511726,1082623.877052305,1082604.8600511726,2178114.1785449577,1095509.318493785,0.0,54.77450173451871,0.0,54.77452841474658,15257.18728114412,15257.187507523995,198.14528936550806,198.14529230550642,0.0002384185791015625,1.1920928955078125e-07,0.0003497689339093089
48,2,23,False,1082604.8600511726,1082623.9174120452,1082604.8600511726,2178096.3244443564,1095491.4643931838,0.0,54.773607020659256,0.0,54.77363368257187,15257.18728114412,15257.187306470962,198.14528936550806,198.14528969442807,0.00011920928955078125,5.960464477539063e-08,0.00017488446695465446
49,2,24,False,1082604.8600511726,1082623.867746661,1082604.8600511726,2178113.089439168,1095508.2293879956,0.0,54.77444774504056,0.0,54.774474424210155,15257.18728114412,15257.187289042846,198.14528936550806,198.14528946808892,5.9604644775390625e-05,2.9802322387695312e-08,8.744223347732723e-05
50,3,0,False,1135910.8935452774,944932.4206307036,1135910.8935452774,5862841.860343251,4726930.966797974,0.0,491.79094397090375,0.0,3.5102645940610596e-10,16008.190414064755,12929.692258730694,197.63198042055254,159.62583035469993,1000.0,0.5,1539.2490782754574
51,3,1,False,1135910.8935452774,1042599.228776446,1135910.8935452774,3150539.207455894,2014628.3139106166,0.0,205.82450017193332,0.0,4.969497696011445,16008.190414064755,14468.941345098896,197.63198042055254,178.6289054950481,500.0,0.25,769.6245391377287
52,3,2,False,1135910.8935452774,1089786.2175820048,1135910.8935452774,2032426.2602185311,896515.3666732537,0.0,68.6697300071828,0.0,25.594274256469827,16008.190414064755,15238.5658828988,197.63198042055254,188.13044299875062,250.0,0.125,384.81226956886434
53,3,3,False,1135910.8935452774,1112955.011490889,1135910.8935452774,1913451.813173011,777540.9196277335,0.0,39.863596281233185,0.0,40.186083886979,16008.190414064755,15623.378153965408,197.63198042055254,192.88121177735073,125.0,0.0625,192.40613478443217
54,3,4,False,1135910.8935452774,1124459.3812848986,1135910.8935452774,2073178.8506763147,937267.9571310373,0.0,47.389936712304916,0.0,47.48201022683668,16008.190414064755,15815.784284653917,197.63198042055254,195.2565961068385,62.5,0.03125,96.20306739221608
55,3,5,False,1135910.8935452774,1130191.4488946735,1135910.8935452774,2152548.9627620312,1016638.0692167538,0.0,51.1058007694628,0.0,51.12995061727295,16008.190414064755,15911.987352079434,197.63198042055254,196.44428829727696,31.25,0.015625,48.10153369610804
56,3,6,False,1135910.8935452774,1133052.6306657167,1135910.8935452774,2192072.1313071107,1056161.2377618332,0.0,52.94803472917192,0.0,52.95391533496749,16008.190414064755,15960.08888412948,197.63198042055254,197.03813437196888,15.625,0.0078125,24.05076684805402
57,3,7,False,1135910.8935452774,1134474.790064584,1135910.8935452774,2217873.297243431,1081962.4036981538,0.0,54.170314369175685,0.0,54.16953634870902,16008.190414064755,15984.139661858495,197.63198042055254,197.33505755380858,7.8125,0.00390625,12.02538342402701
58,3,8,False,1135910.8935452774,1135202.1993556109,1135910.8935452774,2224628.4436917445,1088717.550146467,0.0,54.47157513756247,0.0,54.47104929605091,16008.190414064755,15996.16504227441,197.63198042055254,197.48351904042482,3.90625,0.001953125,6.012691712013505
59,3,9,False,1135910.8935452774,1135565.8290643697,1135910.8935452774,2228007.4693397195,1092096.575794442,0.0,54.62231609551054,0.0,54.62184793202445,16008.190414064755,16002.177727335831,197.63198042055254,197.55774972019546,1.953125,0.0009765625,3.0063458560067526
60,3,10,False,1135910.8935452774,1135747.629120881,1135910.8935452774,2229696.1920215413,1093785.2984762639,0.0,54.69765613918207,0.0,54.69720015088396,16008.190414064755,16005.184076732658,197.63198042055254,197.59486514484763,0.9765625,0.00048828125,1.5031729280033763
61,3,11,False,1135910.8935452774,1135838.5237594238,1135910.8935452774,2230540.8092960753,1094629.9157507978,0.0,54.73534129716245,0.0,54.73488725650271,16008.190414064755,16006.687247710792,197.63198042055254,197.61342281124433,0.48828125,0.000244140625,0.7515864640016882
62,3,12,False,1135910.8935452774,1135883.9790069212,1135910.8935452774,2230959.844367179,1095048.9508219017,0.0,54.75402029934048,0.0,54.75356623668529,16008.190414064755,16007.438842074838,197.63198042055254,197.62270175401034,0.244140625,0.0001220703125,0.3757932320008441
63,3,13,False,1135910.8935452774,1135906.671969312,1135910.8935452774,2231184.3648256855,1095273.471280408,0.0,54.76411185713732,0.0,54.76365742850006,16008.190414064755,16007.814652471432,197.63198042055254,197.6273413885362,0.1220703125,6.103515625e-05,0.18789661600042204
64,3,14,False,1135910.8935452774,1135917.9041645913,1135910.8935452774,2231342.493716703,1095431.6001714254,0.0,54.77145684700736,0.0,54.77100210820377,16008.190414064755,16008.002582109482,197.63198042055254,197.62966150752447,0.06103515625,3.0517578125e-05,0.09394830800021102
65,3,15,False,1135910.8935452774,1135923.5768573869,1135910.8935452774,2231429.44626425,1095518.5527189728,0.0,54.77552088032462,0.0,54.77506606036172,16008.190414064755,16008.096491033999,197.63198042055254,197.63082087696296,0.030517578125,1.52587890625e-05,0.04697415400010551
66,3,16,False,1135910.8935452774,1135926.492257069,1135910.8935452774,2231450.7681801477,1095539.8746348703,0.0,54.77644121916819,0.0,54.77598637313966,16008.190414064755,16008.14455468025,197.63198042055254,197.6314142553117,0.0152587890625,7.62939453125e-06,0.023487077000052755
67,3,17,False,1135910.8935452774,1135929.5799142802,1135910.8935452774,2231402.973089192,1095492.0795439146,0.0,54.77389709936142,0.0,54.773442218129766,16008.190414064755,16008.193173846286,197.63198042055254,197.63201449192945,0.00762939453125,3.814697265625e-06,0.011743538500026377
68,3,18,False,1135910.8935452774,1135920.246008612,1135910.8935452774,2231483.1019590795,1095572.208413802,0.0,54.77837021406958,0.0,54.77791538097719,16008.190414064755,16008.202157590593,197.63198042055254,197.632125402353,0.003814697265625,1.9073486328125e-06,0.005871769250013189
69,3,19,False,1135910.8935452774,1135917.781754324,1135910.8935452774,2231480.807305172,1095569.9137598947,0.0,54.77837869428731,0.0,54.777923860797515,16008.190414064755,16008.196285755985,197.63198042055254,197.63205291056772,0.0019073486328125,9.5367431640625e-07,0.0029358846250065944
70,3,20,False,1135910.8935452774,1135929.5198340956,1135910.8935452774,2231364.1419871775,1095453.2484419001,0.0,54.7719585738505,0.0,54.771503641457706,16008.190414064755,16008.190496818037,197.63198042055254,197.631981442198,0.00095367431640625,4.76837158203125e-07,0.0014679423125032972
71,3,21,False,1135910.8935452774,1135915.6768865907,1135910.8935452774,2231478.7624293496,1095567.8688840722,0.0,54.778381693953634,0.0,54.77792686032225,16008.190414064755,16008.19188146684,197.63198042055254,197.63199853662766,0.000476837158203125,2.384185791015625e-07,0.0007339711562516486
72,3,22,False,1135910.8935452774,1135929.503595184,1135910.8935452774,2231366.835720587,1095455.9421753096,0.0,54.7720940703548,0.0,54.771639142185485,16008.190414064755,16008.19042586413,197.63198042055254,197.63198056622383,0.0002384185791015625,1.1920928955078125e-07,0.0003669855781258243
73,3,23,False,1135910.8935452774,1135914.108334466,1135910.8935452774,2231477.2190683708,1095566.3255230933,0.0,54.77838295324909,0.0,54.77792812014139,16008.190414064755,16008.190414076422,197.63198042055254,197.63198042069658,0.00011920928955078125,5.960464477539063e-08,0.00018349278906291215
74,3,24,False,1135910.8935452774,1135929.5775356528,1135910.8935452774,2231340.7696536356,1095429.8761083581,0.0,54.770787091954844,0.0,54.770332119843424,16008.190414064755,16008.190408697468,197.63198042055254,197.63198035428974,5.9604644775390625e-05,2.9802322387695312e-08,9.174639453145607e-05
75,4,0,False,1078350.0587523521,895919.4379424765,1078350.0587523521,4250427.810956566,3172077.7522042133,0.0,335.45083730109036,0.0,3.18475743692612e-10,15197.254680129954,12274.7057033816,199.96387737013097,161.50928557081053,1000.0,0.5,1461.274488474034
76,4,1,False,1078350.0587523521,988733.8555403972,1078350.0587523521,2480849.9177590553,1402499.8590067031,0.0,135.4976840163581,0.0,13.713922205507728,15197.254680129954,13735.980192339139,199.96387737013097,180.73658147814658,500.0,0.25,730.637244237017
77,4,2,False,1078350.0587523521,1033915.1306762511,1078350.0587523521,1711800.5385803361,633450.479827984,0.0,33.54216678580269,0.0,34.2463740046058,15197.254680129954,14466.617436202716,199.96387737013097,190.35022942371995,250.0,0.125,365.3186221185085
78,4,3,False,1078350.0587523521,1056225.7918244672,1078350.0587523521,1943055.2979173148,864705.2391649627,0.0,44.170350846266956,0.0,44.51259976301781,15197.254680129954,14831.936058168227,199.96387737013097,195.15705339695035,125.0,0.0625,182.65931105925424
79,4,4,False,1078350.0587523521,1067311.106455984,1078350.0587523521,2059311.9472124344,980961.8884600822,0.0,49.55438298419722,0.0,49.645701091447805,15197.254680129954,15014.595372288337,199.96387737013097,197.56046542484654,62.5,0.03125,91.32965552962712
80,4,5,False,1078350.0587523521,1072836.272970954,1078350.0587523521,2116843.0820214907,1038493.0232691385,0.0,52.18843260160975,0.0,52.21224830344392,15197.254680129954,15105.925031137047,199.96387737013097,198.76217146232958,31.25,0.015625,45.66482776481356
81,4,6,False,1078350.0587523521,1075594.49055231,1078350.0587523521,2145441.8286794494,1067091.7699270973,0.0,53.48919066152121,0.0,53.49554315119275,15197.254680129954,15151.589855560329,199.96387737013097,199.3630244152675,15.625,0.0078125,22.83241388240678
82,4,7,False,1078350.0587523521,1076972.5027524051,1078350.0587523521,2159696.6730013136,1081346.6142489614,0.0,54.13525158945049,0.0,54.137165435440366,15197.254680129954,15174.422282686557,199.96387737013097,199.663451087981,7.8125,0.00390625,11.41620694120339
83,4,8,False,1078350.0587523521,1077661.2463871327,1078350.0587523521,2166812.942835574,1088462.884083222,0.0,54.45718734385082,0.0,54.457982300993294,15197.254680129954,15185.838482039591,199.96387737013097,199.81366423736304,3.90625,0.001953125,5.708103470601695
84,4,9,False,1078350.0587523521,1078005.5685379028,1078350.0587523521,2170368.368937573,1092018.3101852208,0.0,54.617883009032084,0.0,54.618397030934915,15197.254680129954,15191.546583808771,199.96387737013097,199.88877083958909,1.953125,0.0009765625,2.8540517353008474
85,4,10,False,1078350.0587523521,1078177.8081159417,1078350.0587523521,2172145.5214903466,1093795.4627379945,0.0,54.69816386397906,0.0,54.69860747346145,15197.254680129954,15194.400632046443,199.96387737013097,199.92632410587424,0.9765625,0.00048828125,1.4270258676504237
86,4,11,False,1078350.0587523521,1078263.123188045,1078350.0587523521,2173035.3362331097,1094685.2774807576,0.0,54.738397681558126,0.0,54.73882362294834,15197.254680129954,15195.827852581933,199.96387737013097,199.9451033234465,0.48828125,0.000244140625,0.7135129338252119
87,4,12,False,1078350.0587523521,1078305.5856766894,1078350.0587523521,2173476.5092389965,1095126.4504866444,0.0,54.75833540062922,0.0,54.758756955601505,15197.254680129954,15196.541195661635,199.96387737013097,199.95448941660047,0.244140625,0.0001220703125,0.35675646691260593
88,4,13,False,1078350.0587523521,1078326.823660014,1078350.0587523521,2173698.6233057044,1095348.5645533523,0.0,54.76837976041679,0.0,54.76880020415226,15197.254680129954,15196.897933562315,199.96387737013097,199.95918333634626,0.1220703125,6.103515625e-05,0.17837823345630296
89,4,14,False,1078350.0587523521,1078337.4408550397,1078350.0587523521,2173819.442379263,1095469.383626911,0.0,54.7738900026452,0.0,54.77431014977713,15197.254680129954,15197.076318164738,199.96387737013097,199.96153050216762,0.06103515625,3.0517578125e-05,0.08918911672815148
90,4,15,False,1078350.0587523521,1078342.7526727803,1078350.0587523521,2173877.087658429,1095527.028906077,0.0,54.77650670766889,0.0,54.776926790895985,15197.254680129954,15197.165546154009,199.96387737013097,199.96270455465802,0.030517578125,1.52587890625e-05,0.04459455836407574
91,4,16,False,1078350.0587523521,1078345.4051958744,1078350.0587523521,2173909.501686602,1095559.4429342498,0.0,54.77799479015994,0.0,54.7784148589128,15197.254680129954,15197.210124402294,199.96387737013097,199.9632911105565,0.0152587890625,7.62939453125e-06,0.02229727918203787
92,4,17,False,1078350.0587523521,1078346.735016464,1078350.0587523521,2173915.292620548,1095565.233868196,0.0,54.77821784578373,0.0,54.77863791462468,15197.254680129954,15197.232412337398,199.96387737013097,199.9635843728605,0.00762939453125,3.814697265625e-06,0.011148639591018935
93,4,18,False,1078350.0587523521,1078347.3995521856,1078350.0587523521,2173917.776955408,1095567.718203056,0.0,54.7783088356955,0.0,54.77872890462676,15197.254680129954,15197.243571067655,199.96387737013097,199.9637311982586,0.003814697265625,1.9073486328125e-06,0.005574319795509468
94,4,19,False,1078350.0587523521,1078347.7301631055,1078350.0587523521,2173919.088219584,1095569.0294672318,0.0,54.778357868346575,0.0,54.77877793730126,15197.254680129954,15197.249149907491,199.96387737013097,199.96380460404595,0.0019073486328125,9.5367431640625e-07,0.002787159897754734
95,4,20,False,1078350.0587523521,1078347.8975914156,1078350.0587523521,2173919.441314242,1095569.3825618897,0.0,54.77836715164631,0.0,54.77878722063632,15197.254680129954,15197.251932796467,199.96387737013097,199.96384122100616,0.00095367431640625,4.76837158203125e-07,0.001393579948877367
96,4,21,False,1078350.0587523521,1078347.9819690874,1078350.0587523521,2173920.162552047,1095570.103799695,0.0,54.77839899466562,0.0,54.77881906363035,15197.254680129954,15197.253330278416,199.96387737013097,199.96385960892653,0.000476837158203125,2.384185791015625e-07,0.0006967899744386835
97,4,22,False,1078350.0587523521,1078348.0238608145,1078350.0587523521,2173920.2740095174,1095570.2152571653,0.0,54.77840247295171,0.0,54.77882254191856,15197.254680129954,15197.254026026378,199.96387737013097,199.96386876350496,0.0002384185791015625,1.1920928955078125e-07,0.00034839498721934173
98,4,23,False,1078350.0587523521,1078348.0446072835,1078350.0587523521,2173920.347443352,1095570.2886909998,0.0,54.778405107321305,0.0,54.778825176285544,15197.254680129954,15197.254361835641,199.96387737013097,199.9638731820479,0.00011920928955078125,5.960464477539063e-08,0.00017419749360967086
99,4,24,False,1078350.0587523521,1078348.0553952241,1078350.0587523521,2173920.123983897,1095570.0652315447,0.0,54.77839339494494,0.0,54.77881346392231,15197.254680129954,15197.25456247384,199.96387737013097,199.9638758220242,5.9604644775390625e-05,2.9802322387695312e-08,8.709874680483543e-05
100,5,0,False,1125033.685025237,934652.5830821043,1125033.685025237,5035206.219341967,3910172.53431673,0.0,410.05536362575367,0.0,2.3266529429474412e-10,15854.919167153505,12805.89625223555,198.1864895894188,160.07370315294438,1000.0,0.5,1524.5114583801449
101,5,1,False,1125033.685025237,1031386.9315277343,1125033.685025237,2368675.800752464,1243642.1157272272,0.0,116.39167239889503,0.0,17.337214523577984,15854.919167153505,14330.407708908357,198.1864895894188,179.13009636135445,500.0,0.25,762.2557291900724
102,5,2,False,1125033.685025237,1078595.687341475,1125033.685025237,1813252.366058427,688218.6810331899,0.0,37.407859419563465,0.0,36.057808452131745,15854.919167153505,15092.663441454168,198.1864895894188,188.6582930181771,250.0,0.125,381.1278645950362
103,5,3,False,1125033.685025237,1101911.0236087563,1125033.685025237,2013520.9374636149,888487.2524383778,0.0,45.7428892708449,0.0,45.418102114640966,15854.919167153505,15473.791307297135,198.1864895894188,193.4223913412142,125.0,0.0625,190.5639322975181
104,5,4,False,1125033.685025237,1113496.435089312,1125033.685025237,2116257.5795464884,991223.8945212513,0.0,50.17785595960413,0.0,50.09825848611352,15854.919167153505,15664.355238690023,198.1864895894188,195.80444048362529,62.5,0.03125,95.28196614875905
